State_Name,District_Name,Year,Crop,Yield
rajasthan,banswara,2015,urad,0.5031948881789138
rajasthan,banswara,2015,barley,1.4922194922194922
rajasthan,banswara,2015,gram,0.7962342200984238
rajasthan,banswara,2015,linseed,0.84
rajasthan,banswara,2015,masoor,0.896551724137931
rajasthan,banswara,2015,other  rabi pulses,0.7040235525024534
rajasthan,banswara,2015,peas & beans (pulses),0.7142857142857143
rajasthan,banswara,2015,rapeseed &mustard,0.8484848484848485
rajasthan,banswara,2015,wheat,1.97168755323032
rajasthan,banswara,2015,coriander,1.0
rajasthan,banswara,2015,dry chillies,0.31725888324873097
rajasthan,banswara,2015,garlic,0.5
rajasthan,banswara,2015,guar seed,0.38144329896907214
rajasthan,banswara,2015,onion,0.9368421052631579
rajasthan,banswara,2015,potato,1.0
rajasthan,banswara,2015,sannhamp,0.2121951219512195
rajasthan,banswara,2015,sugarcane,52.88492063492063
rajasthan,banswara,2016,arhar/tur,0.24212459386919055
rajasthan,banswara,2016,bajra,0.7032967032967034
rajasthan,banswara,2016,cotton(lint),0.1863109224588797
rajasthan,banswara,2016,groundnut,1.3035714285714286
rajasthan,banswara,2016,jowar,0.627208480565371
rajasthan,banswara,2016,maize,0.36815779278282046
rajasthan,banswara,2016,moong(green gram),0.35714285714285715
rajasthan,banswara,2016,moth,0.25
rajasthan,banswara,2016,other kharif pulses,0.2894736842105263
rajasthan,banswara,2016,rice,0.564056297365572
rajasthan,banswara,2016,sesamum,0.3251318101933216
rajasthan,banswara,2016,small millets,0.043758822343214356
rajasthan,banswara,2016,soyabean,0.8277225485765929
rajasthan,banswara,2016,urad,0.20023358422008825
rajasthan,banswara,2016,barley,1.8359013867488443
rajasthan,banswara,2016,gram,0.9893504431803148
rajasthan,banswara,2016,linseed,0.8095238095238095
rajasthan,banswara,2016,masoor,0.9230769230769231
rajasthan,banswara,2016,other  rabi pulses,0.587420277105784
rajasthan,banswara,2016,peas & beans (pulses),1.5
rajasthan,banswara,2016,rapeseed &mustard,0.8880597014925373
rajasthan,banswara,2016,wheat,1.864169627774218
rajasthan,banswara,2016,coriander,1.3333333333333333
rajasthan,banswara,2016,dry chillies,0.05405405405405406
rajasthan,banswara,2016,garlic,0.5
rajasthan,banswara,2016,guar seed,0.07728706624605679
rajasthan,banswara,2016,onion,0.9375
rajasthan,banswara,2016,potato,1.0
rajasthan,banswara,2016,sannhamp,0.06132075471698113
rajasthan,banswara,2016,sugarcane,56.91289198606272
rajasthan,banswara,2017,arhar/tur,0.70354588342718
rajasthan,banswara,2017,bajra,0.8306451612903226
rajasthan,banswara,2017,cotton(lint),0.28323801143862737
rajasthan,banswara,2017,groundnut,1.721461187214612
rajasthan,banswara,2017,jowar,0.575
rajasthan,banswara,2017,maize,1.4574621610881433
rajasthan,banswara,2017,moong(green gram),0.4117647058823529
rajasthan,banswara,2017,other kharif pulses,0.47297297297297297
rajasthan,banswara,2017,rice,1.3021504476612835
rajasthan,banswara,2017,sesamum,0.40329218106995884
rajasthan,banswara,2017,small millets,0.2820183878554629
rajasthan,banswara,2017,soyabean,1.1160144571862032
rajasthan,banswara,2017,urad,0.497814280037091
rajasthan,banswara,2017,barley,1.6443914081145585
rajasthan,banswara,2017,gram,1.1149645171243443
rajasthan,banswara,2017,linseed,0.75
rajasthan,banswara,2017,masoor,0.7021276595744681
rajasthan,banswara,2017,other  rabi pulses,0.540991093857045
rajasthan,banswara,2017,other oilseeds,0.26666666666666666
rajasthan,banswara,2017,peas & beans (pulses),0.75
rajasthan,banswara,2017,rapeseed &mustard,0.9534883720930233
rajasthan,banswara,2017,wheat,2.01977951784672
rajasthan,banswara,2017,dry chillies,0.5614525139664804
rajasthan,banswara,2017,guar seed,0.7034659820282413
rajasthan,banswara,2017,onion,0.9385964912280702
rajasthan,banswara,2017,potato,1.3333333333333333
rajasthan,banswara,2017,sannhamp,0.28110599078341014
rajasthan,banswara,2017,sugarcane,55.46590909090909
rajasthan,banswara,2018,arhar/tur,0.6078399741893854
rajasthan,banswara,2018,bajra,0.8297872340425532
rajasthan,banswara,2018,castor seed,0.2
rajasthan,banswara,2018,cotton(lint),0.2383060635226179
rajasthan,banswara,2018,dry ginger,0.3076923076923077
rajasthan,banswara,2018,groundnut,1.6652719665271967
rajasthan,banswara,2018,jowar,0.6762114537444934
rajasthan,banswara,2018,maize,2.127306821560063
rajasthan,banswara,2018,moong(green gram),0.4444444444444444
rajasthan,banswara,2018,other kharif pulses,0.5274725274725275
rajasthan,banswara,2018,rice,0.3925150650174437
rajasthan,banswara,2018,sesamum,0.2923076923076923
rajasthan,banswara,2018,small millets,0.014012143858010275
rajasthan,banswara,2018,soyabean,0.7003715609735732
rajasthan,banswara,2018,urad,0.28250571708591965
rajasthan,banswara,2018,barley,0.9269005847953217
rajasthan,banswara,2018,gram,0.7479412239625384
rajasthan,banswara,2018,linseed,0.37142857142857144
rajasthan,banswara,2018,masoor,0.8
rajasthan,banswara,2018,other  rabi pulses,1.3389830508474576
rajasthan,banswara,2018,other oilseeds,0.36363636363636365
rajasthan,banswara,2018,rapeseed &mustard,1.2714285714285714
rajasthan,banswara,2018,wheat,1.5569788217983078
rajasthan,banswara,2018,dry chillies,0.3027027027027027
rajasthan,banswara,2018,onion,0.9423076923076923
rajasthan,banswara,2018,sannhamp,0.23391812865497075
rajasthan,banswara,2018,sugarcane,37.25
rajasthan,banswara,2019,arhar/tur,0.2438815676878316
rajasthan,banswara,2019,bajra,0.39644970414201186
rajasthan,banswara,2019,castor seed,0.4
rajasthan,banswara,2019,cotton(lint),0.2997913075038563
rajasthan,banswara,2019,groundnut,1.0858369098712446
rajasthan,banswara,2019,jowar,0.7829977628635347
rajasthan,banswara,2019,maize,0.9440158509337717
rajasthan,banswara,2019,moong(green gram),0.07692307692307693
rajasthan,banswara,2019,other kharif pulses,0.09302325581395349
rajasthan,banswara,2019,rice,0.4056570250870585
rajasthan,banswara,2019,sesamum,0.16302186878727634
rajasthan,banswara,2019,small millets,0.045861774744027306
rajasthan,banswara,2019,soyabean,0.8125329676126174
rajasthan,banswara,2019,urad,0.28994790332223075
rajasthan,banswara,2019,barley,1.4261241970021414
rajasthan,banswara,2019,gram,1.2069900805951643
